created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
15/10/2020 00:07,1.32E+18,#Trump has been banging on about the #China #Biden  connection from the outset but was played down by #MSM as usual! https://t.co/SiqWtxj66d,0,0,Twitter for iPhone,56670976,malcolm cowing,MalcolmCowing,Retired former Managing Partner of marcoms agency.,14/07/2009 11:36,1349,"Yorkshire, England",38.7930988,-77.4479432,,United States of America,North America,Virginia,VA,01:01.1
15/10/2020 00:07,1.32E+18,"Twitter, please fact check Hunter Bidens signature authorizing the recovery of data from his Macbook and external hard drive... #Biden #HunterBiden https://t.co/IgO4IeG4Fb",6,2,Twitter for Android,912887172,Joshua Solomon,solnet99,,29/10/2012 17:37,18,,,,,,,,,01:01.6
15/10/2020 00:07,1.32E+18,There’s literally VIDEO of #Biden saying he got rid of the prosecutors by holding up the Money they promised to Ukraine https://t.co/UUg6Ki57D5,0,0,Twitter for iPhone,149705785,𝓔𝓶𝓖,EmG623,#WalkingSociety Founder. #HikingSociety Founder #DemsAreDestroyingAmerica,30/05/2010 00:59,2123,AirForce1,,,,,,,,01:02.1
15/10/2020 00:07,1.32E+18,#chinabiden #biden #BidenCrimeFamily # https://t.co/Ogge27pJUa,1,1,Twitter for iPhone,1.20E+18,Scarlett,Scarlet89087229,,16/11/2019 18:06,4,,,,,,,,,01:02.7
15/10/2020 00:07,1.32E+18,"But he did this...in his own words.

Joe Biden Brags about getting Ukranian Prosecutor Fired https://t.co/QJ7a6xBztZ via @YouTube 

#JoeBiden",0,0,Twitter Web App,138013790,Riley,Jrcastine,"Author, Photographer, Husband, Father, Cybersecurity Practitioner, Mender of Bad Computers.  Just wandering about...having a proper meander.",28/04/2010 11:40,585,"Georgia, USA",41.6809707,44.0287382,,Georgia,Asia,,,01:03.2
15/10/2020 00:07,1.32E+18,How low #tech #media giants censor and block the truth ! Major legit paper publish true story. #Biden son met with #Burisma oligarchs and biden knew,0,0,Twitter Web App,20937400,D Webber,ddave25,,15/02/2009 21:09,23,Metro Detroit,,,,,,,,01:04.2
15/10/2020 00:07,1.32E+18,"And Trump claims Biden has dementia? 
#DonaldOut #TrumpRally #trumpDementia #Biden #Vote #TrumpIsNotAmerica #MAGA #StopTrumpsTerror https://t.co/cuvce2uIpT",1,0,Twitter for iPad,1.06E+18,J.GlantonHolden 🌐,GlantonholdenJ,Maryland-based. Judicial. Objective observer of those things that exist with or without my consent. Sifting truth from disinformation since 1960.,08/11/2018 16:50,65,"Baltimore, MD",39.2908816,-76.610759,Baltimore,United States of America,North America,Maryland,MD,01:03.7
15/10/2020 00:07,1.32E+18,"#HuntetBiden 
#JoeBiden 
#Biden2020
WTF THESE COURUPT ASSHOLES. https://t.co/RxU0AZYUHH",0,0,Twitter for Android,1.32E+18,TACO BOY,TACOBOYQXX,JUST A BOY WHO LOVES TACOS,13/10/2020 18:28,5,,,,,,,,,01:04.7
15/10/2020 00:07,1.32E+18,#TuckerCarlson is smashing the suppression by #Facebook and #Twitter of #Biden corruption influence-peddling scheme.,1,0,Twitter Web App,15962135,Anthony,Styx5x5,Include me out.,23/08/2008 22:45,1007,People's Republic of New York,40.714269,-74.005973,,United States of America,North America,New York,NY,01:05.2
15/10/2020 00:08,1.32E+18,"•Only 20 Days until Election Day! 
•Make a plan to exercise your RIGHT to vote! 

#JoeBiden #BidenHarris2020 #GirlfriendsforKamala #WoCforBiden https://t.co/3C9REWTabk",0,1,Twitter for iPhone,4434221542,Women of Color for Biden,WoCforBiden,Official account for the Women of Color grassroots effort to elect the next president. #WomenofColorforBiden---Follow us!,10/12/2015 05:13,1768,,,,,,,,,01:05.8
15/10/2020 00:08,1.32E+18,"Why don't they want us to see this? (Rhetorical 🙄)

Hunter Biden and the Big Tech information coup | Spectator USA

#HunterBiden #JoeBiden #Election2020 #censorship  https://t.co/mA46KXQMZv",0,1,Twitter for iPhone,4083271833,Wes Huber,wlhuber,Duty. Dilly Dally. Deeelighted.,31/10/2015 15:15,11,United States,39.7837304,-100.4458825,,United States,North America,,,01:06.3
15/10/2020 00:08,1.32E+18,#Biden is a bald face liar. #Burisma @TuckerCarlson,1,0,Twitter for Android,570324105,U.S. Route 41,USRoute41,"Commodities - Inflation Truther. 
Blocked by @KaraSwisher the Chief Gadfly of #SiliconValley. RTs N.A.E. 
The Sorting Process has shifted into Overdrive.",03/05/2012 19:55,3165,,,,,,,,,01:06.8
15/10/2020 00:08,1.32E+18,"Looks like Joe and Hunter Biden did everything they accused Trump about. If you're voting for this senile, old, corrupt democratic nominee, you are pathetic. We don't need this shit running our country. #Biden",2,0,Twitter Web App,118832370,Dubious,DubiousXo,Live somewhere in the Pacific Northwest. Ex-California native. Entrepreneur. Mom. Reality Show & Dog lover. That's all you get.,01/03/2010 21:51,611,,,,,,,,,01:07.3
15/10/2020 00:08,1.32E+18,"How could #Facebook and #Twitter make the news about #HunterBiden and #Biden pay for play go viral? 

START CENSORING THE STORY

The concept of backfiring still has not gotten through to people who want to suppress voices because their undies are in a knot.",1,0,Twitter Web App,102398751,NJ MAGA 🇺🇸✝️,NJCommonSense,#Resisting unconstitutional globalist control of NJ.  #MAGA #KAG. Defending the American Way of Life As Founded under God!,06/01/2010 15:26,15062,"New Jersey, USA",40.0757384,-74.4041622,,United States of America,North America,New Jersey,NJ,01:07.8
15/10/2020 00:08,1.32E+18,"Censor me if you want Twatter
#JoeBiden #censorship #DoubleStandards https://t.co/WD0JHtry0A",3,9,Twitter for Android,1.23E+18,Idislike,Idislike1,,19/02/2020 21:41,0,,,,,,,,,01:08.4
15/10/2020 00:08,1.32E+18,Yep Twitter is gonna get regulated and makes me think the #joebiden and #HunterBidenEmails are legitimate. This is how a story blows up because it gets censored https://t.co/N07Isg4tK0,0,0,Twitter for iPhone,71384704,sorrowen💀💀,sorrowen,"Aspiring comic artist,Christian,conservative,snake conservationist and yes this profile is occasionally political",03/09/2009 22:56,898,,,,,,,,,01:08.9
15/10/2020 00:08,1.32E+18,"On Tuesday, November 8, I stopped by the store &amp; got myself a single slice of chocolate cake to celebrate as @HillaryClinton won the presidency. 

I threw that slice in the trash on 11/9/16, but I will be buying a whole damn cake on November 3, 2020. #BidenHarris2020 #Biden #vote",1,0,Twitter for iPhone,41236235,Jeremy Richardson,jackmc9984,The world is meant to be seen. Make time to see it.,19/05/2009 23:07,535,"Whitefish, MT",48.4108018,-114.3346245,,United States of America,North America,Montana,MT,01:09.4
15/10/2020 00:08,1.32E+18,"@stephbarlow2 @JoshSchwerin @soledadobrien Disclaimer, totally support dems this #Election2020 but will watch #Trump #FlameShow to nurture the paranoia #Confidence in #JoeBiden lets me do this - it’s not all media numbers, it’s real",0,0,Twitter for iPhone,86820165,Russell Imrie,tweedyBard,takes on world & sec events UC NDN research and web info BTWN reality and deafness am #ShockedShocked,01/11/2009 22:45,133,"Arlington, VA, USA",38.8903961,-77.0841585,Arlington,United States of America,North America,Virginia,VA,01:09.9
15/10/2020 00:08,1.32E+18,#HunterBiden #JoeBiden #CorruptDemocrats #Ukraine #bribery #VOTE #Election2020 https://t.co/nSnYm9a94s,2,1,Twitter Web App,1.24E+18,Schaumburg Scot,Schaumburgur,By nature my people are built to lift heavy rocks. Lotus eater. Art & Politics & Whisky.,06/03/2020 22:00,99,"County Crook, near Chicago",41.8755616,-87.6244212,Chicago,United States of America,North America,Illinois,IL,01:10.4
15/10/2020 00:08,1.32E+18,#Biden https://t.co/FoEu2XrVzk,0,0,Twitter for iPad,706396827,whocares,RkmmerMer,Just me.,09/10/2013 13:11,132,,,,,,,,,01:10.9
15/10/2020 00:08,1.32E+18,"Dünyanın bütün ülkelerinde defalarca darbe yapmış olan Atlantik Çetesi ""Rusya seçimlerimize müdahale ediyor"" diye ağlıyor... #UnitedStatesOfAgression #UnitedStates #us #usa #Election2020 #putin #Biden #Trump https://t.co/QS0x8C6Hm7",23,10,Twitter for Android,906897350,Derin Düşünce .Org,DDGrubu,Zihinler işgal altındayken vatanını kurtaramazsın... Derin Lügat'ı oku ve paylaş: https://t.co/TEgXO2ZtGu,26/10/2012 22:28,69116,https://www.derindusunce.org,,,,,,,,01:11.5
15/10/2020 00:08,1.32E+18,"COME OUT A HUGE CROWD, #ALL #OUT AND #VOTE #BIDENHARRIS2020. IN THAT CASE #BIDEN WILL #WIN. https://t.co/mgczql7XsI",0,0,Twitter Web App,8.24E+17,Felix Cheng,514darkcholate,Pattern maker of men's and women's wear since 1970.,24/01/2017 16:05,2874,"Montréal, Québec",45.4972159,-73.6103642,Montreal,Canada,North America,Quebec,QC,01:12.0
15/10/2020 00:08,1.32E+18,https //nypost.com/2020/10/14/email-reveals-how-hunter-biden-introduced-ukrainian-biz-man-to-dad/ the #HunterBidenEmails proves another crooked thing the #JoeBiden  =#DemoCrooks are up to. https://t.co/92uGuqgK8Z,0,0,Twitter Web App,4850146941,0zerohero,01zerohero,another internet asshole,26/01/2016 15:44,44,Your screen,,,,,,,,01:12.5
15/10/2020 00:08,1.32E+18,"Smoking-gun email reveals how Hunter Biden introduced Ukrainian businessman to VP dad via @JudiciaryGOP https://t.co/0AFhRTKrJS

#HunterBiden #HunterBidenEmails #hunterscrackpipe #JoeBiden #Corruption #ThursdayThoughts #VOTE #Vote2020",2,1,Twitter for Android,4728810611,g l e n,goawayitsnotme,"Awake. #Trump2020 ✝ 🇺🇸                                       
                                        ~ Monsters are real—They're called Democrats. ~",06/01/2016 22:39,250,"Jersey, USA",49.2123066,-2.1256,,Jersey,Europe,,,01:13.0
15/10/2020 00:09,1.32E+18,@grumpybirdieS If #Biden brings in corporate lobbyists and refuses to push progressive legislation.,0,0,Twitter for iPhone,2296528381,Joseph Bobrow,jsam_j,"Zen teacher, Psychoanalyst, Social(activ)ist, Author: Zen & Psychotherapy, Waking Up From War, After Midnight.",17/01/2014 17:54,420,,,,,,,,,01:13.5
15/10/2020 00:09,1.32E+18,"The 6 most misleading claims from #JoeBiden:  
#VoteGOP    #TrumpPence2020 
https://t.co/3xlz5yjOzX",0,0,Twitter Web App,409571529,Howard Wachtel,mindovermath,"Retired college #math professor. Single.  Bridge enthusiast, Schlager music fan, #Flyers and #Phillies fan. #MAGA #TrumpTrain.",10/11/2011 22:57,12806,"Philadelphia, PA",39.9527237,-75.1635262,Philadelphia,United States of America,North America,Pennsylvania,PA,01:14.0
15/10/2020 00:09,1.32E+18,"2001. Almost there ...
2002.
2003.
2004.
2005.
2006.
2007.
2008.
2009.
2010.
2011.
2012.
2013.
2014.
2015.
2016.
2017.
2018.
2019.
2020. Now #JoeBiden is ready to fix America. 🤡🌎",0,0,Echofon,17578324,божественный судья,divinejudge1,#GFYS,23/11/2008 20:58,572,Trump2020,,,,,,,,01:14.6
15/10/2020 00:09,1.32E+18,Remember when you got caught as a child doing something wrong and your defense was “no you did!” That’s pretty much the Democrats strategy #RussiaHoax #HunterBiden #JoeBiden #UkraineGate #DemocratsHateAmerica,2,1,Twitter for iPhone,905294131,Smitty,JustSmitty2,,26/10/2012 04:32,80,United States,39.7837304,-100.4458825,,United States,North America,,,01:15.6
15/10/2020 00:09,1.32E+18,Bye Bye #Biden Watching @TuckerCarlson - Devastating,0,0,Twitter Web App,15412833,TheUltimateTweeter,brianmclanenyc,"Democrat for equal justice. Against illegal immigration, climate change, propaganda, censorship, corporate welfare & corruption
SOCIALISM - THE DEATH OF US ALL",13/07/2008 07:12,1129,"New York, NY",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,01:15.1
15/10/2020 00:09,1.32E+18,You got some splainin to do. #HunterBiden #HunterBidenEmails #Biden https://t.co/D1CHc7xux2,2,0,Twitter for Android,3026998724,TxBetoGuts☠🤠🦇🦒,TxBetoGuts,🚫🥾🐍Texas hombre that does Texas stuff in Texas.🔔 I also heart unicorns and blownin stuff up.🦔 I'm not a real Libertarian 🦄🔥💣💥,18/02/2015 19:10,790,,,,,,,,,01:16.1
15/10/2020 00:09,1.32E+18,"La red social Twitter restringió el acceso a sus usuarios a un vínculo publicado en un tuit que dirigía a una página web del diario @nytimes, donde se mostraban los mensajes de correo electrónico entre un empresario ucraniano y #HunterBiden, hijo de #JoeBiden. https://t.co/ePS7iBrkMT",1,2,Twitter for Android,1051431188,Juan Llorente Gómez,Juan_A_Llorente,CUENTA PERSONAL 32 años. Panameño. #Aries Soltero. No tengo hijos. Estudio Inglés. Tuiteo para expresarme libremente. Sometimes I tweet & retweet in English.,31/12/2012 23:49,1053,"El Espino, La Chorrera, Panamá",42.7274274,-3.0477741,,Spain,Europe,Castile and León,CL,01:16.6
15/10/2020 00:09,1.32E+18,"Don’t want the Orange Man’s townhall. Don’t give him the attention or give high ratings to the networkJust watch the clips on social media, they come out instantly!#DumpTrump #BidenHarris #JoeBiden https://t.co/ByEBjELlTN",0,0,Twitter for iPhone,1.29E+18,donald trump’s cat,trumpshairypuss,im a cat - I like fish - defender of democracy - resister of ignorance - FUCK TRUMP,11/08/2020 03:00,101,,,,,,,,,01:17.2
15/10/2020 00:09,1.32E+18,"#JoeBiden has been caught red-handed. Guilty. Guilty and a liar. Guess what he’ll do next? The #SicilianFlu. If you thought he was befuddled before, you ain’t seen nothing yet. He’ll turn up the dementia to keep the subpoenas and indictments away. Get Kamala Harris on the phone.",140,63,Twitter for iPhone,24787367,🇺🇸Lionel🇺🇸,LionelMedia,The Official Account of #LOTUS (Lionel of the U.S.) — Emmy® totin’ #WFPBNO #Logodaedalus #ProudHusband #Psephologist “The immaculate twang of Mother Bluegrass.”,16/03/2009 22:45,151001,"Hell's Kitchen, USA",,,,,,,,01:17.7
15/10/2020 00:09,1.32E+18,"@kylegriffin1 Actually,  the President was impeached to cover the Lies by #JoeBiden , Obama and Hillary Clinton 

There, I fixed it for you

#FakeNews #EnemyOfThePeople #mediahack",17,7,Twitter for Android,360076254,Eli 🇺🇸 🇻🇪 ❌,elianselmi,"Constitutional Conservative, Father, Latino, SciFi geek, #1A, #2A, Congressional Term Limits #COSProject #MAGA #KAG2020  *NO LISTS*
Parler: @elianselmi",22/08/2011 17:04,7012,"Bozeman, MT",45.6794293,-111.0440474,Bozeman,United States of America,North America,Montana,MT,01:18.2
15/10/2020 00:09,1.32E+18,#JoeBiden and #HunterBiden are complete pieces of shit. Commie Bastards,1,1,Twitter for Android,2677274345,Jay Rutledge,jaymave3,,05/07/2014 23:58,9,,,,,,,,,01:18.7
15/10/2020 00:09,1.32E+18,#Biden #BidenRiots #Corrupt #Ukraine https://t.co/FtTZIggFQN,0,0,Twitter for iPhone,2485567418,Gene Williams,JE70019176,Facilitando estrategias para empresas haciendo negocios en los Estados Unidos jewilliams@mac.com,09/05/2014 16:05,454,Austin Texas USA,,,,,,,,01:19.2
15/10/2020 00:09,1.32E+18,"When will @JoeBiden come out of his cave and face the music?

#Biden #BidenEmails #HunterBiden #HunterBidenEmails #BidenHarris #Trump2020",1,1,Twitter for Android,1.31E+18,the charlie foxtrot,thecharliefoxt1,game over. you lose,23/09/2020 19:12,0,,,,,,,,,01:20.8
15/10/2020 00:09,1.32E+18,"Will the Media Publish this??
#HunterBidenEmails #HunterBiden #JoeBiden #ObamaBidenGate https://t.co/ZcYfLwZpdP",0,0,Twitter for iPhone,1.18E+18,JimB,Jim34878187,,05/10/2019 18:14,80,,,,,,,,,01:20.3
15/10/2020 00:09,1.32E+18,"@FrankLuntz Yeah, wonder if the @JoeBiden voters would have voted that way knowing that #Biden is a crook.  #NYPost",1,0,Twitter Web App,1184028168,Franky P! ✌💯🆓️,FrankPoperowitz,Master Cajon Groove Monster! Husband and Father. Beach Hillbilly & Survivor!!!!,15/02/2013 23:37,249,"Virginia Beach, Virginia",36.8529841,-75.9774183,Virginia Beach,United States of America,North America,Virginia,VA,01:19.7
15/10/2020 00:09,1.32E+18,"@AdamSchiff Impeached our president for something #JoeBiden did.

We can’t let this stand",0,0,Twitter for iPhone,1.22E+18,FatTimGalante,FatTimGalante,Come at the King you best not miss.  Omar Little—BMore      MAGA2020,18/01/2020 23:58,1738,"North Beach, MD",38.707868,-76.5314893,,United States of America,North America,Maryland,MD,01:21.3
15/10/2020 00:09,1.32E+18,@TeamTrump @BretBaier https://t.co/khrZuHsrQI #JoeBiden admitted to it,0,0,Twitter Web App,9.33E+17,4u2,whipit_Studio,,22/11/2017 03:09,11,,,,,,,,,01:21.8
15/10/2020 00:09,1.32E+18,Inside Hunter Biden's murky history of business dealings in China https://t.co/BjModXIuKC via @nypost #HunterBiden #TrumpIsALaughingStock #TrumpPence2020 #Trump #JoeBiden,1,1,Twitter for iPhone,364373899,Jeffrey Hester,Megaphone_Jeff,"Retired P.E. Teacher/Football/Basketball Coach. 85% of #MEDIASUCKS. #MAGA #KAG2020 #TRUMP2020 Motorcyclist, Happily Married.",29/08/2011 17:24,4166,I live next door to you.,,,,,,,,01:22.3
15/10/2020 00:09,1.32E+18,@Dknight10k Doing the right thing for my county is easy hoping other due the same. A vote for #Biden  will mean less trash more class in the White House. May I never read another foreign paper making fun of us again. #BidenHarrisToSaveAmerica,0,0,Twitter for iPhone,82645452,MD,mccdoe3289,"🇺🇸 Wife, Mom, Healthcare Administrator, Yankees, New Yorker. #NYStrong Independent #BidenHarris2020",15/10/2009 15:45,3662,"New York, USA",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,01:22.9
15/10/2020 00:09,1.32E+18,I think I finally found what’s wrong with #JoeBiden besides #dementia this would explain his uncanny ability to lie for 40 + years https://t.co/P09z1NDlAG,1,1,Twitter for iPad,1.04E+18,Trump2020🇺🇸❤️#VoteRed ❤️🇺🇸#NoMasksForMe ❌ 6%❌,SCLadyTiger,Proud mom and grandma. No DMs please. ❤️All in for #Trump2020 #MAGA2020,15/09/2018 21:45,4058,"South Carolina, USA",33.6874388,-80.4363743,,United States of America,North America,South Carolina,SC,01:23.9
15/10/2020 00:09,1.32E+18,I donated 100.00 to offset all the lies &amp; propaganda Trump will give on antiAmerican ##NBC  #BoycottNBC Join me in supporting #JoeBiden via @actblue https://t.co/mHCUBZKpxp,0,0,Twitter for iPhone,264954642,Jaloney Caldwell,sunbeanz,#BidenHarris2020 Dump #PutinsPuppet Covid-19 is Trump's Failure.  TrumpsAmerica is ugly. BlackLivesMatter Love is Love,12/03/2011 19:00,1326,ON EARTH,,,,,,,,01:23.4
15/10/2020 00:09,1.32E+18,"Twitter, please fact check this Grand Jury supeona for the recovered contents of Hunter Bidens Macbook and external hard drive... #Biden #HunterBiden https://t.co/BC7WmD0x10",39,25,Twitter for Android,912887172,Joshua Solomon,solnet99,,29/10/2012 17:37,18,,,,,,,,,01:24.4
15/10/2020 00:09,1.32E+18,This man is in the wrong profession! He’s a comedian! 😂😂😂 #JoeBiden #Trump https://t.co/eWmLOvYTpQ,0,0,Twitter for iPhone,346120847,Ethan,EthanR_92,It is never too late to be what you might have been. Get free stock by signing up here https://t.co/7QBDBEzeLX,31/07/2011 19:19,546,"North Carolina, USA",35.6729639,-79.0392919,,United States of America,North America,North Carolina,NC,01:24.9
15/10/2020 00:10,1.32E+18,@VicToensing @VHolt9 @HunterBiden Barr should appoint you as independent counsel to investigate #HunterBiden and #JoeBiden,10,7,Twitter for iPhone,246993260,TheRealFredTrump 🧠🏴‍☠️🇺🇸🐶🌎🌈♥️,impactinvest,Father to the 45th President (unofficial account),03/02/2011 21:46,1938,,,,,,,,,01:25.4
15/10/2020 00:10,1.32E+18,@ChrisMegerian how much is the #JoeBiden campaign paying you to ‘try’ to diffuse the #HunterBiden bombshell?,0,0,Twitter for iPad,1.19E+18,Buck Fullerton,BuckFullerton,"Proud conservative husband, father, and CEO - on parole from Twitter jail. 💪🏻 Eternal vigilance is the price of Liberty #MAGA2020 🇺🇸 #AmericaFirst 🇺🇸 #KAG",02/11/2019 00:01,868,"Ohio, USA",40.2253569,-82.6881395,,United States of America,North America,Ohio,OH,01:26.0
15/10/2020 00:10,1.32E+18,"#Biden #Biden2020 #BidenHarris2020 #BidenHarris #BidenUnitingUS @JoeBiden @DrBiden @kamalaharris @hillaryclinton @SpeakerPelosi @ABC @CBSNews @NBCNews @CNN @MSNBC @cspan @pbsnewshour @TheView @GMA @TodayShow #USA #votebiden #Democrats 

Really, Biden? Where's Hunter? https://t.co/hNHft11Erh",0,0,Twitter Web App,18959676,mt,mindtab,"Programmer (specially lottery analysis). Lincoln penny collecting.Born in Romania. US Army, Desert Storm, Veteran. I love our President & the First Lady. 432HZ.",14/01/2009 00:09,1603,,,,,,,,,01:26.5
15/10/2020 00:10,1.32E+18,"#HunterBiden
#JoeBiden #EpsteinIsland 
https://t.co/SnhlpoNUgo",0,1,Twitter for Android,1.21E+18,WTH...,WTH_inthe,,05/01/2020 23:25,44,,,,,,,,,01:27.0
15/10/2020 00:10,1.32E+18,Can you imagine Hunter 'playing' in the White House if #JoeBiden gets elected?  The Swamp Rats are eager to sell out America again. https://t.co/kZEehn0mfq,0,0,Twitter Web App,1.27E+18,Al Jemima,al_jemima,"Yes, I'm a MAGgot and I support tRUMP!",17/06/2020 18:15,239,,,,,,,,,01:27.5
15/10/2020 00:10,1.32E+18,Another October Surprise As Emails Allege Hunter Biden Busted Introducing His Father To Ukrainian Big Shots Following Curious Events https://t.co/4g1qfzC3jj #OctoberSurprise #Biden #HunterBiden,0,0,Twitter Web App,1458902472,Theodore Shoebat,theodoreshoebat,"Christian militant, Apologist, Writer, Speaker, Crusader",26/05/2013 06:30,5015,,,,,,,,,01:28.0
15/10/2020 00:10,1.32E+18,"""So let’s boost Joe and give him a Democratic Congress.""
#Election2020  #JoeBiden
https://t.co/J2wCNUtwdO",0,1,Twitter Web App,9.91E+17,Daily Sound and Fury,dailysoundnfury,Daily news and views on politics and issues that shape our world,30/04/2018 11:56,9067,,,,,,,,,01:28.5
15/10/2020 00:10,1.32E+18,"@Ostrov_A @Twitter @realDonaldTrump @nypost @khamenei_ir Simply yes. Their priorities are different. The safety and wellbeing of US, Israeli or Ukrainian citizens is not on their mind. Covering up corruption is.

#Biden #Vote2020 #HunterBiden #VoteHimOut2020 @Ukraine @BeholdIsrael @TrumpJew",0,0,Twitter for Android,1.18E+18,Marjan,wolf_marjan,"Content Creator. Storyteller. Lifelong Learner. Co-Founder and CEO of @HDFGames. Big fan of Japan, culture, language and arts. Reaching for the shooting star.",03/10/2019 12:08,393,,,,,,,,,01:29.1
15/10/2020 00:10,1.32E+18,This was not “Hacked Material” #HunterBiden #censorship #JoeBiden #BigTechCoup https://t.co/gEU71l3WNJ,1,0,Twitter for iPhone,16517666,John Huseth,jhuseth,Computer Guy/Photographer/Texas Ex/Longhorn Fanatic/Father/Hopeless Sports Addict,29/09/2008 20:11,309,"Tyler, Texas",30.7563939,-94.3984613,,United States of America,North America,Texas,TX,01:29.6
15/10/2020 00:10,1.32E+18,So the video of Joe #Biden saying he threatened to stop US funding to the Ukraine unless they fired a prosecutor is phony?  🤣,0,1,Twitter Web App,76978453,Tim Sumner an America 🇺🇸,SgtTim911,"Co-founded 9/11 Families for a Safe & Strong America. Retired US Army (MP). #MAGA Parler @ Sgtsumner ""If we lose freedom here, there is no place to escape to.""",24/09/2009 16:23,2058,U.S.A,31.1932768,30.0540191,,Egypt,Africa,Alexandria Governorate,,01:30.1
15/10/2020 00:10,1.32E+18,"#JoeBiden 
knows Mitt Romney's name, he knows it very well.
#BurismaBiden",0,0,Twitter for Android,1.26E+18,Grandma Lee,AliciaM05246586,"My Grandchildren are brilliant, beautiful and irresistible, and obviously take after their Grandmother.",19/05/2020 23:53,42,"Tempe, AZ",33.4255056,-111.9400125,Tempe,United States of America,North America,Arizona,AZ,01:30.6
15/10/2020 00:10,1.32E+18,"@RVAT2020 A partial list of what T is....

VOTE JOE 💙 do I even need to say why anymore?
#JoeBiden @JoeBiden https://t.co/AzVUKhvWYt",1,0,Twitter Web App,54361678,Ginger Kitty,icecreamonacone,"I'm just a ginger kitty. I'm chill for the most part & nap often. I'm not political. But this cat is pissed. This ""President"" is stepping on my tail. hiss",06/07/2009 22:49,1701,,,,,,,,,01:31.1
15/10/2020 00:10,1.32E+18,"Share, who you are #voting for you don’t have to sign up to take poll #USElection #Election2020  @realDonaldTrump @JoeBiden @POTUS #JoeBiden #DonaldTrump #DonaldJTrump #Potus #Potus45 @djgeetv #djgee #djgeetv #iamdjgee #AmericaFirst #YGRecords",1,1,Twitter for iPhone,106598395,DJ Gee😷🎃,DJGEE,I AM DJ⚡️GEE Turntablist/DJ/Producer @bmi @ranedj @DJGEETV @Serato @Thudrumble @beatjunkies #DJGEE #DJGEETV #IAMDJGEE 🎧🎚https://t.co/oePJiqkWhP https://t.co/woNFTODmkM,20/01/2010 02:20,26818,"Hamilton, Ontario",43.2560802,-79.8728583,Hamilton,Canada,North America,Ontario,ON,01:31.7
15/10/2020 00:10,1.32E+18,#DrainTheSwamp #Biden is so crooked. Everyone around him gets rich. #trump,0,0,Twitter Web App,2583370613,Merk,Merky_Merk,,05/06/2014 01:02,3,,,,,,,,,01:32.2
15/10/2020 00:10,1.32E+18,"#ElectionCountdown LIVE: Trump Unloads on Biden Over Bombshell Email Scandal at Iowa Rally!! 🇺🇸

Tune in &amp; share: https://t.co/GD5lU2SDm5 &lt;&lt;  #biden #HunterBiden #HunterBidenCrackPipe #Elections2020",3,2,Twitter Web App,1.26E+18,TheAnswerTo1984,WhatIs1776,"𝒴𝑜𝓊  𝒜𝓇𝑒  𝒯𝒽𝑒  𝑅𝑒𝓈𝒾𝓈𝓉𝒶𝓃𝒸𝑒 

https://t.co/RTh2H3BBHN #ResistCensorship",14/05/2020 17:08,288,,,,,,,,,01:32.7
15/10/2020 00:10,1.32E+18,Only #JoeBiden😎😎 #TownHall👏👏 on Thursday on #ABC https://t.co/HnMujGKIQK,0,0,Twitter for Android,16726646,Rae Dumar🌊💙🌊💙🌊,RaeOfSunForever,"🌊🌊🌊🌊🌊💋💜🎣💙🏈💚🎾♒Sister surviving in-side the Capitol Beltway. LHM!
WEAR A DAMNED 😷😷
VOTE LIKE YOUR LIFE DEPENDS ON IT!🇺🇸🇺🇸",13/10/2008 20:08,789,Inside the Beltway -.U.S. ,56.8137442,60.5164959,Yekaterinburg,Russia,Europe,Sverdlovsk Oblast,,01:33.2
15/10/2020 00:11,1.32E+18,#HunterBiden #ObamaBenghaziCrime #NancyPelosi #HillaryEmails #JoeBiden #KamalaHarris https://t.co/neLM3aXTIV,0,0,Twitter for iPhone,1.05E+18,Freezing the Communists 🇺🇸,FreezePicks,First line of Defense in protecting the United States of America from Communism.,27/09/2018 03:36,64,"Nome, AK",,,,,,,,01:33.7
15/10/2020 00:11,1.32E+18,"@Nyr533 So, even if true, why is this a big deal? Why is this something that should sway a #Biden voter?",0,0,Twitter for iPhone,2490981779,Sam Alba,SLAMalba,"Attorney • Buffalo Bills Fan • Buffalo, NY",18/04/2014 00:57,171,,,,,,,,,01:34.2
